Extract Name	Comment [TCGA Barcode]	Material Type	Protocol REF	Assay Name	Protocol REF	Assay Name	Protocol REF	Assay Name	Comment [NCBI SRA Experiment Accession]	Annotation REF	Protocol REF	Data Transformation Name	Derived Data File REF	Comment [Genome reference]	Comment [NCBI dbGAP Experiment Accession]	Comment [TCGA Include for Analysis]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Protocol REF	Data Transformation Name	Derived Data File	Comment [TCGA Include for Analysis]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Archive Name]
19cc121b-759b-4368-8a98-b0bd8cf7269a	TCGA-AZ-6603-11A-02R-1839-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	19cc121b-759b-4368-8a98-b0bd8cf7269a reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	19cc121b-759b-4368-8a98-b0bd8cf7269a library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	19cc121b-759b-4368-8a98-b0bd8cf7269a RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	19cc121b-759b-4368-8a98-b0bd8cf7269a consensus_mRNA	UNCID_1873895.19cc121b-759b-4368-8a98-b0bd8cf7269a.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:exon_quantification:IlluminaHiSeq_RNASeqV2:2	19cc121b-759b-4368-8a98-b0bd8cf7269a gene_expression	unc.edu.19cc121b-759b-4368-8a98-b0bd8cf7269a.1874745.bt.exon_quantification.txt	yes	exon_quantification	Level 3	unc.edu_COAD.IlluminaHiSeq_RNASeqV2.Level_3.1.4.0
19cc121b-759b-4368-8a98-b0bd8cf7269a	TCGA-AZ-6603-11A-02R-1839-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	19cc121b-759b-4368-8a98-b0bd8cf7269a reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	19cc121b-759b-4368-8a98-b0bd8cf7269a library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	19cc121b-759b-4368-8a98-b0bd8cf7269a RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	19cc121b-759b-4368-8a98-b0bd8cf7269a consensus_mRNA	UNCID_1873895.19cc121b-759b-4368-8a98-b0bd8cf7269a.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:junction_quantification:IlluminaHiSeq_RNASeqV2:2	19cc121b-759b-4368-8a98-b0bd8cf7269a gene_expression	unc.edu.19cc121b-759b-4368-8a98-b0bd8cf7269a.1873919.junction_quantification.txt	yes	junction_quantification	Level 3	unc.edu_COAD.IlluminaHiSeq_RNASeqV2.Level_3.1.4.0
19cc121b-759b-4368-8a98-b0bd8cf7269a	TCGA-AZ-6603-11A-02R-1839-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	19cc121b-759b-4368-8a98-b0bd8cf7269a reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	19cc121b-759b-4368-8a98-b0bd8cf7269a library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	19cc121b-759b-4368-8a98-b0bd8cf7269a RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	19cc121b-759b-4368-8a98-b0bd8cf7269a consensus_mRNA	UNCID_1873895.19cc121b-759b-4368-8a98-b0bd8cf7269a.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:RSEM_genes_normalized:IlluminaHiSeq_RNASeqV2:2	19cc121b-759b-4368-8a98-b0bd8cf7269a gene_expression	unc.edu.19cc121b-759b-4368-8a98-b0bd8cf7269a.1874580.rsem.genes.normalized_results	yes	RSEM_genes_normalized	Level 3	unc.edu_COAD.IlluminaHiSeq_RNASeqV2.Level_3.1.4.0
19cc121b-759b-4368-8a98-b0bd8cf7269a	TCGA-AZ-6603-11A-02R-1839-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	19cc121b-759b-4368-8a98-b0bd8cf7269a reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	19cc121b-759b-4368-8a98-b0bd8cf7269a library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	19cc121b-759b-4368-8a98-b0bd8cf7269a RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	19cc121b-759b-4368-8a98-b0bd8cf7269a consensus_mRNA	UNCID_1873895.19cc121b-759b-4368-8a98-b0bd8cf7269a.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:RSEM_isoforms_normalized:IlluminaHiSeq_RNASeqV2:2	19cc121b-759b-4368-8a98-b0bd8cf7269a gene_expression	unc.edu.19cc121b-759b-4368-8a98-b0bd8cf7269a.1874581.rsem.isoforms.normalized_results	yes	RSEM_isoforms_normalized	Level 3	unc.edu_COAD.IlluminaHiSeq_RNASeqV2.Level_3.1.4.0
b16349cb-2b41-4235-b20f-116b8c71604f	TCGA-AZ-6603-01A-11R-1839-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	b16349cb-2b41-4235-b20f-116b8c71604f reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	b16349cb-2b41-4235-b20f-116b8c71604f library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	b16349cb-2b41-4235-b20f-116b8c71604f RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	b16349cb-2b41-4235-b20f-116b8c71604f consensus_mRNA	UNCID_1874362.b16349cb-2b41-4235-b20f-116b8c71604f.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:RSEM_isoforms:IlluminaHiSeq_RNASeqV2:2	b16349cb-2b41-4235-b20f-116b8c71604f gene_expression	unc.edu.b16349cb-2b41-4235-b20f-116b8c71604f.1875300.rsem.isoforms.results	yes	RSEM_isoforms	Level 3	unc.edu_COAD.IlluminaHiSeq_RNASeqV2.Level_3.1.4.0
b16349cb-2b41-4235-b20f-116b8c71604f	TCGA-AZ-6603-01A-11R-1839-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	b16349cb-2b41-4235-b20f-116b8c71604f reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	b16349cb-2b41-4235-b20f-116b8c71604f library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	b16349cb-2b41-4235-b20f-116b8c71604f RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	b16349cb-2b41-4235-b20f-116b8c71604f consensus_mRNA	UNCID_1874362.b16349cb-2b41-4235-b20f-116b8c71604f.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:RSEM_genes:IlluminaHiSeq_RNASeqV2:2	b16349cb-2b41-4235-b20f-116b8c71604f gene_expression	unc.edu.b16349cb-2b41-4235-b20f-116b8c71604f.1875299.rsem.genes.results	yes	RSEM_genes	Level 3	unc.edu_COAD.IlluminaHiSeq_RNASeqV2.Level_3.1.4.0
b16349cb-2b41-4235-b20f-116b8c71604f	TCGA-AZ-6603-01A-11R-1839-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	b16349cb-2b41-4235-b20f-116b8c71604f reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	b16349cb-2b41-4235-b20f-116b8c71604f library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	b16349cb-2b41-4235-b20f-116b8c71604f RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	b16349cb-2b41-4235-b20f-116b8c71604f consensus_mRNA	UNCID_1874362.b16349cb-2b41-4235-b20f-116b8c71604f.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:exon_quantification:IlluminaHiSeq_RNASeqV2:2	b16349cb-2b41-4235-b20f-116b8c71604f gene_expression	unc.edu.b16349cb-2b41-4235-b20f-116b8c71604f.1875787.bt.exon_quantification.txt	yes	exon_quantification	Level 3	unc.edu_COAD.IlluminaHiSeq_RNASeqV2.Level_3.1.4.0
b16349cb-2b41-4235-b20f-116b8c71604f	TCGA-AZ-6603-01A-11R-1839-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	b16349cb-2b41-4235-b20f-116b8c71604f reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	b16349cb-2b41-4235-b20f-116b8c71604f library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	b16349cb-2b41-4235-b20f-116b8c71604f RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	b16349cb-2b41-4235-b20f-116b8c71604f consensus_mRNA	UNCID_1874362.b16349cb-2b41-4235-b20f-116b8c71604f.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:junction_quantification:IlluminaHiSeq_RNASeqV2:2	b16349cb-2b41-4235-b20f-116b8c71604f gene_expression	unc.edu.b16349cb-2b41-4235-b20f-116b8c71604f.1874405.junction_quantification.txt	yes	junction_quantification	Level 3	unc.edu_COAD.IlluminaHiSeq_RNASeqV2.Level_3.1.4.0
b16349cb-2b41-4235-b20f-116b8c71604f	TCGA-AZ-6603-01A-11R-1839-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	b16349cb-2b41-4235-b20f-116b8c71604f reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	b16349cb-2b41-4235-b20f-116b8c71604f library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	b16349cb-2b41-4235-b20f-116b8c71604f RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	b16349cb-2b41-4235-b20f-116b8c71604f consensus_mRNA	UNCID_1874362.b16349cb-2b41-4235-b20f-116b8c71604f.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:RSEM_genes_normalized:IlluminaHiSeq_RNASeqV2:2	b16349cb-2b41-4235-b20f-116b8c71604f gene_expression	unc.edu.b16349cb-2b41-4235-b20f-116b8c71604f.1875315.rsem.genes.normalized_results	yes	RSEM_genes_normalized	Level 3	unc.edu_COAD.IlluminaHiSeq_RNASeqV2.Level_3.1.4.0
b16349cb-2b41-4235-b20f-116b8c71604f	TCGA-AZ-6603-01A-11R-1839-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	b16349cb-2b41-4235-b20f-116b8c71604f reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	b16349cb-2b41-4235-b20f-116b8c71604f library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	b16349cb-2b41-4235-b20f-116b8c71604f RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	b16349cb-2b41-4235-b20f-116b8c71604f consensus_mRNA	UNCID_1874362.b16349cb-2b41-4235-b20f-116b8c71604f.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:RSEM_isoforms_normalized:IlluminaHiSeq_RNASeqV2:2	b16349cb-2b41-4235-b20f-116b8c71604f gene_expression	unc.edu.b16349cb-2b41-4235-b20f-116b8c71604f.1875314.rsem.isoforms.normalized_results	yes	RSEM_isoforms_normalized	Level 3	unc.edu_COAD.IlluminaHiSeq_RNASeqV2.Level_3.1.4.0
99967caa-2b08-4ac8-8a3b-166661deee81	TCGA-AZ-6601-11A-01R-1774-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	99967caa-2b08-4ac8-8a3b-166661deee81 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	99967caa-2b08-4ac8-8a3b-166661deee81 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	99967caa-2b08-4ac8-8a3b-166661deee81 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	99967caa-2b08-4ac8-8a3b-166661deee81 consensus_mRNA	UNCID_1864115.99967caa-2b08-4ac8-8a3b-166661deee81.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:RSEM_isoforms:IlluminaHiSeq_RNASeqV2:2	99967caa-2b08-4ac8-8a3b-166661deee81 gene_expression	unc.edu.99967caa-2b08-4ac8-8a3b-166661deee81.1864862.rsem.isoforms.results	yes	RSEM_isoforms	Level 3	unc.edu_COAD.IlluminaHiSeq_RNASeqV2.Level_3.1.4.0
99967caa-2b08-4ac8-8a3b-166661deee81	TCGA-AZ-6601-11A-01R-1774-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	99967caa-2b08-4ac8-8a3b-166661deee81 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	99967caa-2b08-4ac8-8a3b-166661deee81 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	99967caa-2b08-4ac8-8a3b-166661deee81 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	99967caa-2b08-4ac8-8a3b-166661deee81 consensus_mRNA	UNCID_1864115.99967caa-2b08-4ac8-8a3b-166661deee81.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:RSEM_genes:IlluminaHiSeq_RNASeqV2:2	99967caa-2b08-4ac8-8a3b-166661deee81 gene_expression	unc.edu.99967caa-2b08-4ac8-8a3b-166661deee81.1864861.rsem.genes.results	yes	RSEM_genes	Level 3	unc.edu_COAD.IlluminaHiSeq_RNASeqV2.Level_3.1.4.0
99967caa-2b08-4ac8-8a3b-166661deee81	TCGA-AZ-6601-11A-01R-1774-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	99967caa-2b08-4ac8-8a3b-166661deee81 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	99967caa-2b08-4ac8-8a3b-166661deee81 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	99967caa-2b08-4ac8-8a3b-166661deee81 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	99967caa-2b08-4ac8-8a3b-166661deee81 consensus_mRNA	UNCID_1864115.99967caa-2b08-4ac8-8a3b-166661deee81.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:exon_quantification:IlluminaHiSeq_RNASeqV2:2	99967caa-2b08-4ac8-8a3b-166661deee81 gene_expression	unc.edu.99967caa-2b08-4ac8-8a3b-166661deee81.1864962.bt.exon_quantification.txt	yes	exon_quantification	Level 3	unc.edu_COAD.IlluminaHiSeq_RNASeqV2.Level_3.1.4.0
99967caa-2b08-4ac8-8a3b-166661deee81	TCGA-AZ-6601-11A-01R-1774-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	99967caa-2b08-4ac8-8a3b-166661deee81 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	99967caa-2b08-4ac8-8a3b-166661deee81 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	99967caa-2b08-4ac8-8a3b-166661deee81 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	99967caa-2b08-4ac8-8a3b-166661deee81 consensus_mRNA	UNCID_1864115.99967caa-2b08-4ac8-8a3b-166661deee81.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:junction_quantification:IlluminaHiSeq_RNASeqV2:2	99967caa-2b08-4ac8-8a3b-166661deee81 gene_expression	unc.edu.99967caa-2b08-4ac8-8a3b-166661deee81.1864134.junction_quantification.txt	yes	junction_quantification	Level 3	unc.edu_COAD.IlluminaHiSeq_RNASeqV2.Level_3.1.4.0
99967caa-2b08-4ac8-8a3b-166661deee81	TCGA-AZ-6601-11A-01R-1774-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	99967caa-2b08-4ac8-8a3b-166661deee81 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	99967caa-2b08-4ac8-8a3b-166661deee81 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	99967caa-2b08-4ac8-8a3b-166661deee81 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	99967caa-2b08-4ac8-8a3b-166661deee81 consensus_mRNA	UNCID_1864115.99967caa-2b08-4ac8-8a3b-166661deee81.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:RSEM_genes_normalized:IlluminaHiSeq_RNASeqV2:2	99967caa-2b08-4ac8-8a3b-166661deee81 gene_expression	unc.edu.99967caa-2b08-4ac8-8a3b-166661deee81.1864891.rsem.genes.normalized_results	yes	RSEM_genes_normalized	Level 3	unc.edu_COAD.IlluminaHiSeq_RNASeqV2.Level_3.1.4.0
99967caa-2b08-4ac8-8a3b-166661deee81	TCGA-AZ-6601-11A-01R-1774-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	99967caa-2b08-4ac8-8a3b-166661deee81 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	99967caa-2b08-4ac8-8a3b-166661deee81 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	99967caa-2b08-4ac8-8a3b-166661deee81 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	99967caa-2b08-4ac8-8a3b-166661deee81 consensus_mRNA	UNCID_1864115.99967caa-2b08-4ac8-8a3b-166661deee81.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:RSEM_isoforms_normalized:IlluminaHiSeq_RNASeqV2:2	99967caa-2b08-4ac8-8a3b-166661deee81 gene_expression	unc.edu.99967caa-2b08-4ac8-8a3b-166661deee81.1864892.rsem.isoforms.normalized_results	yes	RSEM_isoforms_normalized	Level 3	unc.edu_COAD.IlluminaHiSeq_RNASeqV2.Level_3.1.4.0
0cae03e2-f9d7-42a6-9f78-16d177590270	TCGA-AZ-6600-11A-01R-1774-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	0cae03e2-f9d7-42a6-9f78-16d177590270 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	0cae03e2-f9d7-42a6-9f78-16d177590270 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	0cae03e2-f9d7-42a6-9f78-16d177590270 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	0cae03e2-f9d7-42a6-9f78-16d177590270 consensus_mRNA	UNCID_1863859.0cae03e2-f9d7-42a6-9f78-16d177590270.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:RSEM_isoforms:IlluminaHiSeq_RNASeqV2:2	0cae03e2-f9d7-42a6-9f78-16d177590270 gene_expression	unc.edu.0cae03e2-f9d7-42a6-9f78-16d177590270.1864606.rsem.isoforms.results	yes	RSEM_isoforms	Level 3	unc.edu_COAD.IlluminaHiSeq_RNASeqV2.Level_3.1.4.0
0cae03e2-f9d7-42a6-9f78-16d177590270	TCGA-AZ-6600-11A-01R-1774-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	0cae03e2-f9d7-42a6-9f78-16d177590270 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	0cae03e2-f9d7-42a6-9f78-16d177590270 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	0cae03e2-f9d7-42a6-9f78-16d177590270 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	0cae03e2-f9d7-42a6-9f78-16d177590270 consensus_mRNA	UNCID_1863859.0cae03e2-f9d7-42a6-9f78-16d177590270.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:RSEM_genes:IlluminaHiSeq_RNASeqV2:2	0cae03e2-f9d7-42a6-9f78-16d177590270 gene_expression	unc.edu.0cae03e2-f9d7-42a6-9f78-16d177590270.1864605.rsem.genes.results	yes	RSEM_genes	Level 3	unc.edu_COAD.IlluminaHiSeq_RNASeqV2.Level_3.1.4.0
0cae03e2-f9d7-42a6-9f78-16d177590270	TCGA-AZ-6600-11A-01R-1774-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	0cae03e2-f9d7-42a6-9f78-16d177590270 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	0cae03e2-f9d7-42a6-9f78-16d177590270 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	0cae03e2-f9d7-42a6-9f78-16d177590270 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	0cae03e2-f9d7-42a6-9f78-16d177590270 consensus_mRNA	UNCID_1863859.0cae03e2-f9d7-42a6-9f78-16d177590270.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:exon_quantification:IlluminaHiSeq_RNASeqV2:2	0cae03e2-f9d7-42a6-9f78-16d177590270 gene_expression	unc.edu.0cae03e2-f9d7-42a6-9f78-16d177590270.1864680.bt.exon_quantification.txt	yes	exon_quantification	Level 3	unc.edu_COAD.IlluminaHiSeq_RNASeqV2.Level_3.1.4.0
0cae03e2-f9d7-42a6-9f78-16d177590270	TCGA-AZ-6600-11A-01R-1774-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	0cae03e2-f9d7-42a6-9f78-16d177590270 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	0cae03e2-f9d7-42a6-9f78-16d177590270 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	0cae03e2-f9d7-42a6-9f78-16d177590270 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	0cae03e2-f9d7-42a6-9f78-16d177590270 consensus_mRNA	UNCID_1863859.0cae03e2-f9d7-42a6-9f78-16d177590270.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:junction_quantification:IlluminaHiSeq_RNASeqV2:2	0cae03e2-f9d7-42a6-9f78-16d177590270 gene_expression	unc.edu.0cae03e2-f9d7-42a6-9f78-16d177590270.1863881.junction_quantification.txt	yes	junction_quantification	Level 3	unc.edu_COAD.IlluminaHiSeq_RNASeqV2.Level_3.1.4.0
0cae03e2-f9d7-42a6-9f78-16d177590270	TCGA-AZ-6600-11A-01R-1774-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	0cae03e2-f9d7-42a6-9f78-16d177590270 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	0cae03e2-f9d7-42a6-9f78-16d177590270 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	0cae03e2-f9d7-42a6-9f78-16d177590270 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	0cae03e2-f9d7-42a6-9f78-16d177590270 consensus_mRNA	UNCID_1863859.0cae03e2-f9d7-42a6-9f78-16d177590270.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:RSEM_genes_normalized:IlluminaHiSeq_RNASeqV2:2	0cae03e2-f9d7-42a6-9f78-16d177590270 gene_expression	unc.edu.0cae03e2-f9d7-42a6-9f78-16d177590270.1864639.rsem.genes.normalized_results	yes	RSEM_genes_normalized	Level 3	unc.edu_COAD.IlluminaHiSeq_RNASeqV2.Level_3.1.4.0
