probeset,hgnc
INPP5K|51763,INPP5K
INPPL1|3636,INPPL1
INS-IGF2|723961,INS-IGF2
INS|3630,INS
INSC|387755,INSC
INSIG1|3638,INSIG1
INSIG2|51141,INSIG2
INSL3|3640,INSL3
INSL4|3641,INSL4
INSL5|10022,INSL5
INSL6|11172,INSL6
INSM1|3642,INSM1
INSM2|84684,INSM2
INSR|3643,INSR
INSRR|3645,INSRR
INTS1|26173,INTS1
INTS10|55174,INTS10
INTS12|57117,INTS12
INTS2|57508,INTS2
INTS3|65123,INTS3
INTS4|92105,INTS4
INTS4L1|285905,INTS4L1
INTS4L2|644619,INTS4L2
INTS5|80789,INTS5
INTS6|26512,INTS6
INTS7|25896,INTS7
INTS8|55656,INTS8
INTS9|55756,INTS9
INTU|27152,INTU
INVS|27130,INVS
IP6K1|9807,IP6K1
IP6K2|51447,IP6K2
IP6K3|117283,IP6K3
IPCEF1|26034,IPCEF1
IPMK|253430,IPMK
IPO11|51194,IPO11
IPO13|9670,IPO13
IPO4|79711,IPO4
IPO5|3843,IPO5
IPO7|10527,IPO7
IPO8|10526,IPO8
IPO9|55705,IPO9
IPP|3652,IPP
IPPK|64768,IPPK
IPW|3653,IPW
IQCA1|79781,IQCA1
IQCB1|9657,IQCB1
IQCC|55721,IQCC
IQCD|115811,IQCD
IQCE|23288,IQCE
IQCF1|132141,IQCF1
IQCF2|389123,IQCF2
IQCF3|401067,IQCF3
IQCF5|389124,IQCF5
IQCF6|440956,IQCF6
IQCG|84223,IQCG
IQCH|64799,IQCH
IQCJ|654502,IQCJ
IQCK|124152,IQCK
IQGAP1|8826,IQGAP1
IQGAP2|10788,IQGAP2
IQGAP3|128239,IQGAP3
IQSEC1|9922,IQSEC1
IQSEC2|23096,IQSEC2
IQSEC3|440073,IQSEC3
IQUB|154865,IQUB
IRAK1|3654,IRAK1
IRAK1BP1|134728,IRAK1BP1
IRAK2|3656,IRAK2
IRAK3|11213,IRAK3
IRAK4|51135,IRAK4
IREB2|3658,IREB2
IRF1|3659,IRF1
IRF2|3660,IRF2
IRF2BP1|26145,IRF2BP1
IRF2BP2|359948,IRF2BP2
IRF3|3661,IRF3
IRF4|3662,IRF4
IRF5|3663,IRF5
IRF6|3664,IRF6
IRF7|3665,IRF7
IRF8|3394,IRF8
IRF9|10379,IRF9
IRGC|56269,IRGC
IRGM|345611,IRGM
IRGQ|126298,IRGQ
IRS1|3667,IRS1
IRS2|8660,IRS2
IRS4|8471,IRS4
IRX1|79192,IRX1
IRX2|153572,IRX2
IRX3|79191,IRX3
IRX4|50805,IRX4
IRX5|10265,IRX5
IRX6|79190,IRX6
ISCA1|81689,ISCA1
ISCA1P1|389293,ISCA1P1
ISCA2|122961,ISCA2
ISCU|23479,ISCU
ISG15|9636,ISG15
ISG20|3669,ISG20
ISG20L2|81875,ISG20L2
ISL1|3670,ISL1
ISL2|64843,ISL2
ISLR|3671,ISLR
ISLR2|57611,ISLR2
ISM1|140862,ISM1
ISM2|145501,ISM2
ISOC1|51015,ISOC1
ISOC2|79763,ISOC2
ISPD|729920,ISPD
ISX|91464,ISX
ISY1|57461,ISY1
ISYNA1|51477,ISYNA1
ITCH|83737,ITCH
ITFG1|81533,ITFG1
ITFG2|55846,ITFG2
ITFG3|83986,ITFG3
ITGA1|3672,ITGA1
ITGA10|8515,ITGA10
ITGA11|22801,ITGA11
ITGA2|3673,ITGA2
ITGA2B|3674,ITGA2B
ITGA3|3675,ITGA3
ITGA4|3676,ITGA4
ITGA5|3678,ITGA5
ITGA6|3655,ITGA6
ITGA7|3679,ITGA7
ITGA8|8516,ITGA8
ITGA9|3680,ITGA9
ITGAD|3681,ITGAD
ITGAE|3682,ITGAE
ITGAL|3683,ITGAL
ITGAM|3684,ITGAM
ITGAV|3685,ITGAV
ITGAX|3687,ITGAX
ITGB1|3688,ITGB1
ITGB1BP1|9270,ITGB1BP1
ITGB1BP2|26548,ITGB1BP2
ITGB1BP3|27231,ITGB1BP3
ITGB2|3689,ITGB2
ITGB3|3690,ITGB3
ITGB3BP|23421,ITGB3BP
ITGB4|3691,ITGB4
ITGB5|3693,ITGB5
ITGB6|3694,ITGB6
ITGB7|3695,ITGB7
ITGB8|3696,ITGB8
ITGBL1|9358,ITGBL1
ITIH1|3697,ITIH1
ITIH2|3698,ITIH2
ITIH3|3699,ITIH3
ITIH4|3700,ITIH4
ITIH5|80760,ITIH5
ITIH5L|347365,ITIH5L
ITK|3702,ITK
ITLN1|55600,ITLN1
ITLN2|142683,ITLN2
ITM2A|9452,ITM2A
ITM2B|9445,ITM2B
ITM2C|81618,ITM2C
ITPA|3704,ITPA
ITPK1|3705,ITPK1
ITPKA|3706,ITPKA
ITPKB|3707,ITPKB
ITPKC|80271,ITPKC
ITPR1|3708,ITPR1
ITPR2|3709,ITPR2
ITPR3|3710,ITPR3
ITPRIP|85450,ITPRIP
ITPRIPL1|150771,ITPRIPL1
ITPRIPL2|162073,ITPRIPL2
ITSN1|6453,ITSN1
ITSN2|50618,ITSN2
IVD|3712,IVD
IVL|3713,IVL
IVNS1ABP|10625,IVNS1ABP
IWS1|55677,IWS1
IYD|389434,IYD
IZUMO1|284359,IZUMO1
JAG1|182,JAG1
JAG2|3714,JAG2
JAGN1|84522,JAGN1
JAK1|3716,JAK1
JAK2|3717,JAK2
JAK3|3718,JAK3
JAKMIP1|152789,JAKMIP1
JAKMIP2|9832,JAKMIP2
JAKMIP3|282973,JAKMIP3
JAM2|58494,JAM2
JAM3|83700,JAM3
JARID2|3720,JARID2
JAZF1|221895,JAZF1
JDP2|122953,JDP2
JHDM1D|80853,JHDM1D
JKAMP|51528,JKAMP
JMJD1C|221037,JMJD1C
JMJD4|65094,JMJD4
JMJD5|79831,JMJD5
JMJD6|23210,JMJD6
JMJD7-PLA2G4B|8681,JMJD7-PLA2G4B
JMJD8|339123,JMJD8
JMY|133746,JMY
JOSD1|9929,JOSD1
JOSD2|126119,JOSD2
JPH1|56704,JPH1
JPH2|57158,JPH2
JPH3|57338,JPH3
JPH4|84502,JPH4
JRK|8629,JRK
JRKL|8690,JRKL
JSRP1|126306,JSRP1
JTB|10899,JTB
JUB|84962,JUB
JUN|3725,JUN
JUNB|3726,JUNB
JUND|3727,JUND
JUP|3728,JUP
KAAG1|353219,KAAG1
KAL1|3730,KAL1
KALRN|8997,KALRN
KANK1|23189,KANK1
KANK2|25959,KANK2
KANK3|256949,KANK3
KANK4|163782,KANK4
KARS|3735,KARS
KAT2A|2648,KAT2A
KAT2B|8850,KAT2B
KAT5|10524,KAT5
KATNA1|11104,KATNA1
KATNAL1|84056,KATNAL1
KATNAL2|83473,KATNAL2
KATNB1|10300,KATNB1
KAZ|23254,KAZ
KAZALD1|81621,KAZALD1
KBTBD10|10324,KBTBD10
KBTBD11|9920,KBTBD11
KBTBD12|166348,KBTBD12
KBTBD13|390594,KBTBD13
KBTBD2|25948,KBTBD2
KBTBD3|143879,KBTBD3
KBTBD4|55709,KBTBD4
KBTBD5|131377,KBTBD5
KBTBD6|89890,KBTBD6
KBTBD7|84078,KBTBD7
KBTBD8|84541,KBTBD8
KC6|641516,KC6
KCMF1|56888,KCMF1
KCNA1|3736,KCNA1
KCNA10|3744,KCNA10
KCNA2|3737,KCNA2
KCNA3|3738,KCNA3
KCNA4|3739,KCNA4
KCNA5|3741,KCNA5
KCNA6|3742,KCNA6
KCNA7|3743,KCNA7
KCNAB1|7881,KCNAB1
KCNAB2|8514,KCNAB2
KCNAB3|9196,KCNAB3
KCNB1|3745,KCNB1
KCNB2|9312,KCNB2
KCNC1|3746,KCNC1
KCNC2|3747,KCNC2
KCNC3|3748,KCNC3
KCNC4|3749,KCNC4
KCND1|3750,KCND1
KCND2|3751,KCND2
KCND3|3752,KCND3
KCNE1|3753,KCNE1
KCNE1L|23630,KCNE1L
KCNE2|9992,KCNE2
KCNE3|10008,KCNE3
KCNE4|23704,KCNE4
KCNF1|3754,KCNF1
KCNG1|3755,KCNG1
KCNG2|26251,KCNG2
KCNG3|170850,KCNG3
KCNG4|93107,KCNG4
KCNH1|3756,KCNH1
KCNH2|3757,KCNH2
KCNH3|23416,KCNH3
KCNH4|23415,KCNH4
KCNH5|27133,KCNH5
KCNH6|81033,KCNH6
KCNH7|90134,KCNH7
KCNH8|131096,KCNH8
KCNIP1|30820,KCNIP1
KCNIP2|30819,KCNIP2
KCNIP3|30818,KCNIP3
KCNIP4|80333,KCNIP4
KCNJ1|3758,KCNJ1
KCNJ10|3766,KCNJ10
KCNJ11|3767,KCNJ11
KCNJ12|3768,KCNJ12
KCNJ13|3769,KCNJ13
KCNJ14|3770,KCNJ14
KCNJ15|3772,KCNJ15
KCNJ16|3773,KCNJ16
KCNJ2|3759,KCNJ2
KCNJ3|3760,KCNJ3
KCNJ4|3761,KCNJ4
KCNJ5|3762,KCNJ5
KCNJ6|3763,KCNJ6
KCNJ8|3764,KCNJ8
KCNJ9|3765,KCNJ9
KCNK1|3775,KCNK1
KCNK10|54207,KCNK10
KCNK12|56660,KCNK12
KCNK13|56659,KCNK13
KCNK15|60598,KCNK15
KCNK16|83795,KCNK16
KCNK17|89822,KCNK17
KCNK18|338567,KCNK18
KCNK2|3776,KCNK2
KCNK3|3777,KCNK3
KCNK4|50801,KCNK4
KCNK5|8645,KCNK5
KCNK6|9424,KCNK6
KCNK7|10089,KCNK7
KCNK9|51305,KCNK9
KCNMA1|3778,KCNMA1
KCNMB1|3779,KCNMB1
KCNMB2|10242,KCNMB2
KCNMB3|27094,KCNMB3
KCNMB4|27345,KCNMB4
KCNN1|3780,KCNN1
KCNN2|3781,KCNN2
KCNN3|3782,KCNN3
KCNN4|3783,KCNN4
KCNQ1|3784,KCNQ1
KCNQ1DN|55539,KCNQ1DN
KCNQ1OT1|10984,KCNQ1OT1
KCNQ2|3785,KCNQ2
KCNQ3|3786,KCNQ3
KCNQ4|9132,KCNQ4
KCNQ5|56479,KCNQ5
KCNRG|283518,KCNRG
KCNS1|3787,KCNS1
KCNS2|3788,KCNS2
KCNS3|3790,KCNS3
KCNT1|57582,KCNT1
KCNT2|343450,KCNT2
KCNU1|157855,KCNU1
KCNV1|27012,KCNV1
KCNV2|169522,KCNV2
KCP|375616,KCP
KCTD1|284252,KCTD1
KCTD10|83892,KCTD10
KCTD11|147040,KCTD11
KCTD12|115207,KCTD12
KCTD13|253980,KCTD13
KCTD14|65987,KCTD14
KCTD15|79047,KCTD15
KCTD16|57528,KCTD16
KCTD17|79734,KCTD17
KCTD18|130535,KCTD18
KCTD19|146212,KCTD19
KCTD2|23510,KCTD2
KCTD20|222658,KCTD20
KCTD21|283219,KCTD21
KCTD3|51133,KCTD3
KCTD4|386618,KCTD4
KCTD5|54442,KCTD5
KCTD6|200845,KCTD6
KCTD7|154881,KCTD7
KCTD8|386617,KCTD8
KCTD9|54793,KCTD9
KDELC1|79070,KDELC1
KDELC2|143888,KDELC2
KDELR1|10945,KDELR1
KDELR2|11014,KDELR2
KDELR3|11015,KDELR3
KDM1A|23028,KDM1A
KDM1B|221656,KDM1B
KDM2A|22992,KDM2A
KDM2B|84678,KDM2B
KDM3A|55818,KDM3A
KDM3B|51780,KDM3B
KDM4A|9682,KDM4A
KDM4B|23030,KDM4B
KDM4C|23081,KDM4C
KDM4D|55693,KDM4D
KDM4DL|390245,KDM4DL
KDM5A|5927,KDM5A
KDM5B|10765,KDM5B
KDM5C|8242,KDM5C
KDM5D|8284,KDM5D
KDM6A|7403,KDM6A
KDM6B|23135,KDM6B
KDR|3791,KDR
KDSR|2531,KDSR
KEAP1|9817,KEAP1
KEL|3792,KEL
KERA|11081,KERA
KGFLP1|387628,KGFLP1
KGFLP2|654466,KGFLP2
KHDC1|80759,KHDC1
KHDC1L|100129128,KHDC1L
KHDRBS1|10657,KHDRBS1
KHDRBS2|202559,KHDRBS2
KHDRBS3|10656,KHDRBS3
KHK|3795,KHK
KHNYN|23351,KHNYN
KHSRP|8570,KHSRP
KIAA0020|9933,KIAA0020
KIAA0040|9674,KIAA0040
KIAA0087|9808,KIAA0087
KIAA0090|23065,KIAA0090
KIAA0100|9703,KIAA0100
KIAA0101|9768,KIAA0101
KIAA0114|57291,KIAA0114
KIAA0125|9834,KIAA0125
KIAA0141|9812,KIAA0141
KIAA0146|23514,KIAA0146
KIAA0174|9798,KIAA0174
KIAA0182|23199,KIAA0182
KIAA0195|9772,KIAA0195
KIAA0196|9897,KIAA0196
KIAA0226|9711,KIAA0226
KIAA0232|9778,KIAA0232
KIAA0240|23506,KIAA0240
KIAA0247|9766,KIAA0247
KIAA0284|283638,KIAA0284
KIAA0317|9870,KIAA0317
KIAA0319|9856,KIAA0319
KIAA0319L|79932,KIAA0319L
KIAA0355|9710,KIAA0355
KIAA0368|23392,KIAA0368
KIAA0391|9692,KIAA0391
KIAA0406|9675,KIAA0406
KIAA0408|9729,KIAA0408
KIAA0415|9907,KIAA0415
KIAA0427|9811,KIAA0427
KIAA0430|9665,KIAA0430
KIAA0467|23334,KIAA0467
KIAA0494|9813,KIAA0494
KIAA0495|57212,KIAA0495
KIAA0513|9764,KIAA0513
KIAA0528|9847,KIAA0528
KIAA0556|23247,KIAA0556
KIAA0562|9731,KIAA0562
KIAA0564|23078,KIAA0564
KIAA0586|9786,KIAA0586
KIAA0649|9858,KIAA0649
KIAA0652|9776,KIAA0652
KIAA0664|23277,KIAA0664
KIAA0664P3|100132341,KIAA0664P3
KIAA0748|9840,KIAA0748
KIAA0753|9851,KIAA0753
KIAA0754|643314,KIAA0754
KIAA0776|23376,KIAA0776
KIAA0802|23255,KIAA0802
KIAA0831|22863,KIAA0831
KIAA0892|23383,KIAA0892
KIAA0895|23366,KIAA0895
KIAA0895L|653319,KIAA0895L
KIAA0907|22889,KIAA0907
KIAA0913|23053,KIAA0913
KIAA0922|23240,KIAA0922
KIAA0947|23379,KIAA0947
KIAA1009|22832,KIAA1009
KIAA1012|22878,KIAA1012
KIAA1024|23251,KIAA1024
KIAA1033|23325,KIAA1033
KIAA1045|23349,KIAA1045
KIAA1107|23285,KIAA1107
KIAA1109|84162,KIAA1109
KIAA1143|57456,KIAA1143
KIAA1147|57189,KIAA1147
KIAA1161|57462,KIAA1161
KIAA1191|57179,KIAA1191
KIAA1199|57214,KIAA1199
KIAA1210|57481,KIAA1210
KIAA1211|57482,KIAA1211
KIAA1217|56243,KIAA1217
KIAA1239|57495,KIAA1239
KIAA1244|57221,KIAA1244
KIAA1257|57501,KIAA1257
KIAA1267|284058,KIAA1267
KIAA1274|27143,KIAA1274
KIAA1279|26128,KIAA1279
KIAA1310|55683,KIAA1310
KIAA1324|57535,KIAA1324
KIAA1324L|222223,KIAA1324L
KIAA1328|57536,KIAA1328
KIAA1370|56204,KIAA1370
KIAA1377|57562,KIAA1377
KIAA1383|54627,KIAA1383
KIAA1407|57577,KIAA1407
KIAA1409|57578,KIAA1409
KIAA1429|25962,KIAA1429
KIAA1430|57587,KIAA1430
KIAA1432|57589,KIAA1432
KIAA1462|57608,KIAA1462
KIAA1467|57613,KIAA1467
KIAA1468|57614,KIAA1468
KIAA1486|57624,KIAA1486
KIAA1522|57648,KIAA1522
KIAA1524|57650,KIAA1524
KIAA1529|57653,KIAA1529
KIAA1530|57654,KIAA1530
KIAA1539|80256,KIAA1539
KIAA1543|57662,KIAA1543
KIAA1549|57670,KIAA1549
KIAA1586|57691,KIAA1586
KIAA1598|57698,KIAA1598
KIAA1609|57707,KIAA1609
KIAA1614|57710,KIAA1614
KIAA1632|57724,KIAA1632
KIAA1644|85352,KIAA1644
KIAA1671|85379,KIAA1671
KIAA1683|80726,KIAA1683
KIAA1704|55425,KIAA1704
KIAA1712|80817,KIAA1712
KIAA1715|80856,KIAA1715
KIAA1731|85459,KIAA1731
KIAA1737|85457,KIAA1737
KIAA1751|85452,KIAA1751
KIAA1755|85449,KIAA1755
KIAA1797|54914,KIAA1797
KIAA1804|84451,KIAA1804
KIAA1826|84437,KIAA1826
KIAA1841|84542,KIAA1841
KIAA1875|340390,KIAA1875
KIAA1908|114796,KIAA1908
KIAA1919|91749,KIAA1919
KIAA1949|170954,KIAA1949
KIAA1958|158405,KIAA1958
KIAA1967|57805,KIAA1967
KIAA1984|84960,KIAA1984
KIAA2013|90231,KIAA2013
KIAA2018|205717,KIAA2018
KIAA2022|340533,KIAA2022
KIAA2026|158358,KIAA2026
KIDINS220|57498,KIDINS220
KIF11|3832,KIF11
KIF12|113220,KIF12
KIF13A|63971,KIF13A
KIF13B|23303,KIF13B
KIF14|9928,KIF14
KIF15|56992,KIF15
KIF16B|55614,KIF16B
KIF17|57576,KIF17
KIF18A|81930,KIF18A
KIF18B|146909,KIF18B
KIF19|124602,KIF19
KIF1A|547,KIF1A
KIF1B|23095,KIF1B
KIF1C|10749,KIF1C
KIF20A|10112,KIF20A
KIF20B|9585,KIF20B
KIF21A|55605,KIF21A
KIF21B|23046,KIF21B
KIF22|3835,KIF22
KIF23|9493,KIF23
KIF24|347240,KIF24
KIF25|3834,KIF25
KIF26A|26153,KIF26A
KIF26B|55083,KIF26B
KIF27|55582,KIF27
KIF2A|3796,KIF2A
KIF2B|84643,KIF2B
KIF2C|11004,KIF2C
KIF3A|11127,KIF3A
KIF3B|9371,KIF3B
KIF3C|3797,KIF3C
KIF4A|24137,KIF4A
KIF4B|285643,KIF4B
KIF5A|3798,KIF5A
KIF5B|3799,KIF5B
KIF5C|3800,KIF5C
KIF6|221458,KIF6
KIF7|374654,KIF7
KIF9|64147,KIF9
KIFAP3|22920,KIFAP3
KIFC1|3833,KIFC1
KIFC2|90990,KIFC2
KIFC3|3801,KIFC3
KILLIN|100144748,KILLIN
KIN|22944,KIN
KIR2DL1|3802,KIR2DL1
KIR2DL3|3804,KIR2DL3
KIR2DL4|3805,KIR2DL4
KIR2DS4|3809,KIR2DS4
KIR3DL1|3811,KIR3DL1
KIR3DL2|3812,KIR3DL2
KIR3DL3|115653,KIR3DL3
KIR3DP1|768329,KIR3DP1
KIR3DX1|90011,KIR3DX1
KIRREL|55243,KIRREL
KIRREL2|84063,KIRREL2
KIRREL3|84623,KIRREL3
KISS1|3814,KISS1
KISS1R|84634,KISS1R
KIT|3815,KIT
KITLG|4254,KITLG
KL|9365,KL
KLB|152831,KLB
KLC1|3831,KLC1
KLC2|64837,KLC2
KLC3|147700,KLC3
KLC4|89953,KLC4
KLF1|10661,KLF1
KLF10|7071,KLF10
KLF11|8462,KLF11
KLF12|11278,KLF12
KLF13|51621,KLF13
KLF14|136259,KLF14
KLF15|28999,KLF15
KLF16|83855,KLF16
KLF17|128209,KLF17
KLF2|10365,KLF2
KLF3|51274,KLF3
KLF4|9314,KLF4
KLF5|688,KLF5
KLF6|1316,KLF6
KLF7|8609,KLF7
KLF8|11279,KLF8
KLF9|687,KLF9
KLHDC1|122773,KLHDC1
KLHDC10|23008,KLHDC10
KLHDC2|23588,KLHDC2
KLHDC3|116138,KLHDC3
KLHDC4|54758,KLHDC4
KLHDC5|57542,KLHDC5
KLHDC7A|127707,KLHDC7A
KLHDC7B|113730,KLHDC7B
KLHDC8A|55220,KLHDC8A
KLHDC8B|200942,KLHDC8B
KLHDC9|126823,KLHDC9
KLHL1|57626,KLHL1
KLHL10|317719,KLHL10
KLHL11|55175,KLHL11
KLHL12|59349,KLHL12
KLHL13|90293,KLHL13
KLHL14|57565,KLHL14
KLHL15|80311,KLHL15
KLHL17|339451,KLHL17
KLHL18|23276,KLHL18
KLHL2|11275,KLHL2
KLHL20|27252,KLHL20
KLHL21|9903,KLHL21
KLHL22|84861,KLHL22
KLHL23|151230,KLHL23
KLHL24|54800,KLHL24
KLHL25|64410,KLHL25
KLHL26|55295,KLHL26
KLHL28|54813,KLHL28
KLHL29|114818,KLHL29
KLHL3|26249,KLHL3
KLHL30|377007,KLHL30
KLHL31|401265,KLHL31
KLHL32|114792,KLHL32
KLHL33|123103,KLHL33
KLHL34|257240,KLHL34
KLHL35|283212,KLHL35
KLHL36|79786,KLHL36
KLHL38|340359,KLHL38
KLHL4|56062,KLHL4
KLHL5|51088,KLHL5
KLHL6|89857,KLHL6
KLHL7|55975,KLHL7
KLHL8|57563,KLHL8
KLHL9|55958,KLHL9
KLK1|3816,KLK1
KLK10|5655,KLK10
KLK11|11012,KLK11
KLK12|43849,KLK12
KLK13|26085,KLK13
KLK14|43847,KLK14
KLK15|55554,KLK15
KLK2|3817,KLK2
KLK3|354,KLK3
KLK4|9622,KLK4
KLK5|25818,KLK5
KLK6|5653,KLK6
KLK7|5650,KLK7
KLK8|11202,KLK8
KLK9|284366,KLK9
KLKB1|3818,KLKB1
KLKP1|606293,KLKP1
KLRA1|10748,KLRA1
KLRAQ1|129285,KLRAQ1
KLRB1|3820,KLRB1
KLRC1|3821,KLRC1
KLRC2|3822,KLRC2
KLRC3|3823,KLRC3
KLRC4|8302,KLRC4
KLRD1|3824,KLRD1
KLRF1|51348,KLRF1
KLRG1|10219,KLRG1
KLRG2|346689,KLRG2
KLRK1|22914,KLRK1
KMO|8564,KMO
KNCN|148930,KNCN
KNDC1|85442,KNDC1
KNG1|3827,KNG1
KNTC1|9735,KNTC1
KPNA1|3836,KPNA1
KPNA2|3838,KPNA2
KPNA3|3839,KPNA3
KPNA4|3840,KPNA4
KPNA5|3841,KPNA5
KPNA6|23633,KPNA6
KPNA7|402569,KPNA7
KPNB1|3837,KPNB1
KPRP|448834,KPRP
KPTN|11133,KPTN
KRAS|3845,KRAS
KRBA1|84626,KRBA1
KRBA2|124751,KRBA2
KRCC1|51315,KRCC1
KREMEN1|83999,KREMEN1
KREMEN2|79412,KREMEN2
KRI1|65095,KRI1
KRIT1|889,KRIT1
KRR1|11103,KRR1
KRT1|3848,KRT1
KRT10|3858,KRT10
KRT12|3859,KRT12
KRT13|3860,KRT13
KRT14|3861,KRT14
KRT15|3866,KRT15
KRT16|3868,KRT16
KRT17|3872,KRT17
KRT18|3875,KRT18
KRT19|3880,KRT19
KRT2|3849,KRT2
KRT20|54474,KRT20
KRT222|125113,KRT222
KRT23|25984,KRT23
KRT24|192666,KRT24
KRT25|147183,KRT25
KRT26|353288,KRT26
KRT27|342574,KRT27
KRT28|162605,KRT28
KRT3|3850,KRT3
KRT31|3881,KRT31
KRT32|3882,KRT32
KRT33A|3883,KRT33A
KRT33B|3884,KRT33B
KRT34|3885,KRT34
KRT35|3886,KRT35
KRT36|8689,KRT36
KRT37|8688,KRT37
KRT38|8687,KRT38
KRT39|390792,KRT39
KRT4|3851,KRT4
KRT40|125115,KRT40
KRT5|3852,KRT5
KRT6A|3853,KRT6A
KRT6B|3854,KRT6B
KRT6C|286887,KRT6C
KRT7|3855,KRT7
KRT71|112802,KRT71
KRT72|140807,KRT72
KRT73|319101,KRT73
KRT74|121391,KRT74
KRT75|9119,KRT75
KRT76|51350,KRT76
KRT77|374454,KRT77
KRT78|196374,KRT78
KRT79|338785,KRT79
KRT8|3856,KRT8
KRT80|144501,KRT80
KRT81|3887,KRT81
KRT82|3888,KRT82
KRT83|3889,KRT83
KRT84|3890,KRT84
KRT85|3891,KRT85
KRT86|3892,KRT86
KRT9|3857,KRT9
KRTAP1-1|81851,KRTAP1-1
KRTAP1-3|81850,KRTAP1-3
KRTAP1-5|83895,KRTAP1-5
KRTAP10-1|386677,KRTAP10-1
KRTAP10-10|353333,KRTAP10-10
KRTAP10-11|386678,KRTAP10-11
KRTAP10-12|386685,KRTAP10-12
KRTAP10-2|386679,KRTAP10-2
KRTAP10-3|386682,KRTAP10-3
KRTAP10-4|386672,KRTAP10-4
KRTAP10-5|386680,KRTAP10-5
KRTAP10-6|386674,KRTAP10-6
KRTAP10-7|386675,KRTAP10-7
KRTAP10-8|386681,KRTAP10-8
KRTAP10-9|386676,KRTAP10-9
KRTAP11-1|337880,KRTAP11-1
KRTAP12-1|353332,KRTAP12-1
KRTAP12-2|353323,KRTAP12-2
KRTAP12-3|386683,KRTAP12-3
KRTAP12-4|386684,KRTAP12-4
KRTAP13-1|140258,KRTAP13-1
KRTAP13-2|337959,KRTAP13-2
KRTAP13-3|337960,KRTAP13-3
KRTAP13-4|284827,KRTAP13-4
KRTAP15-1|254950,KRTAP15-1
KRTAP17-1|83902,KRTAP17-1
KRTAP19-1|337882,KRTAP19-1
KRTAP19-2|337969,KRTAP19-2
KRTAP19-3|337970,KRTAP19-3
KRTAP19-4|337971,KRTAP19-4
KRTAP19-5|337972,KRTAP19-5
KRTAP19-6|337973,KRTAP19-6
KRTAP19-7|337974,KRTAP19-7
KRTAP19-8|728299,KRTAP19-8
KRTAP2-1|81872,KRTAP2-1
KRTAP2-2|728279,KRTAP2-2
KRTAP2-4|85294,KRTAP2-4
KRTAP20-1|337975,KRTAP20-1
KRTAP20-2|337976,KRTAP20-2
KRTAP20-3|337985,KRTAP20-3
KRTAP20-4|100151643,KRTAP20-4
KRTAP21-1|337977,KRTAP21-1
KRTAP21-2|337978,KRTAP21-2
KRTAP22-1|337979,KRTAP22-1
KRTAP23-1|337963,KRTAP23-1
KRTAP24-1|643803,KRTAP24-1
KRTAP25-1|100131902,KRTAP25-1
KRTAP26-1|388818,KRTAP26-1
KRTAP27-1|643812,KRTAP27-1
KRTAP3-1|83896,KRTAP3-1
KRTAP3-2|83897,KRTAP3-2
KRTAP3-3|85293,KRTAP3-3
KRTAP4-1|85285,KRTAP4-1
KRTAP4-11|653240,KRTAP4-11
KRTAP4-12|83755,KRTAP4-12
KRTAP4-2|85291,KRTAP4-2
KRTAP4-3|85290,KRTAP4-3
KRTAP4-4|84616,KRTAP4-4
KRTAP4-5|85289,KRTAP4-5
KRTAP4-7|100132476,KRTAP4-7
KRTAP4-8|728224,KRTAP4-8
KRTAP4-9|100132386,KRTAP4-9
KRTAP5-1|387264,KRTAP5-1
KRTAP5-10|387273,KRTAP5-10
KRTAP5-11|440051,KRTAP5-11
KRTAP5-2|440021,KRTAP5-2
KRTAP5-3|387266,KRTAP5-3
KRTAP5-4|387267,KRTAP5-4
KRTAP5-5|439915,KRTAP5-5
KRTAP5-6|440023,KRTAP5-6
KRTAP5-7|440050,KRTAP5-7
KRTAP5-8|57830,KRTAP5-8
KRTAP5-9|3846,KRTAP5-9
KRTAP6-1|337966,KRTAP6-1
KRTAP6-2|337967,KRTAP6-2
KRTAP6-3|337968,KRTAP6-3
KRTAP7-1|337878,KRTAP7-1
KRTAP8-1|337879,KRTAP8-1
KRTAP9-2|83899,KRTAP9-2
KRTAP9-4|85280,KRTAP9-4
KRTAP9-8|83901,KRTAP9-8
KRTAP9-9|81870,KRTAP9-9
KRTCAP2|200185,KRTCAP2
KRTCAP3|200634,KRTCAP3
KRTDAP|388533,KRTDAP
KSR1|8844,KSR1
KSR2|283455,KSR2
KTELC1|56983,KTELC1
KTI12|112970,KTI12
KTN1|3895,KTN1
KY|339855,KY
KYNU|8942,KYNU
L1CAM|3897,L1CAM
L1TD1|54596,L1TD1
L2HGDH|79944,L2HGDH
L3MBTL|26013,L3MBTL
L3MBTL2|83746,L3MBTL2
L3MBTL3|84456,L3MBTL3
L3MBTL4|91133,L3MBTL4
LACE1|246269,LACE1
LACRT|90070,LACRT
LACTB|114294,LACTB
LACTB2|51110,LACTB2
LAD1|3898,LAD1
LAG3|3902,LAG3
LAGE3|8270,LAGE3
LAIR1|3903,LAIR1
LAIR2|3904,LAIR2
LALBA|3906,LALBA
LAMA1|284217,LAMA1
LAMA2|3908,LAMA2
LAMA3|3909,LAMA3
LAMA4|3910,LAMA4
LAMA5|3911,LAMA5
LAMB1|3912,LAMB1
LAMB2|3913,LAMB2
LAMB2L|22973,LAMB2L
LAMB3|3914,LAMB3
LAMB4|22798,LAMB4
LAMC1|3915,LAMC1
LAMC2|3918,LAMC2
LAMC3|10319,LAMC3
LAMP1|3916,LAMP1
